id,title,subject,topic,year_group,year_band,diagram_type,description,style_notes,tags,source,curated,image_url,asset_ref
pdl-0933,Pet card — tortoise,Biology,Animals,Year 1,KS1,diagram_a,Tortoise drawn with food/equipment hint (e.g. dog with bowl).,"Friendly rounded forms, sticker style","[""pet"",""animal"",""KS1"",""tortoise""]",Adaptly Primary Catalogue,0,,
pdl-0934,Pet card — gerbil,Biology,Animals,Year 1,KS1,diagram_a,Gerbil drawn with food/equipment hint (e.g. dog with bowl).,"Friendly rounded forms, sticker style","[""pet"",""animal"",""KS1"",""gerbil""]",Adaptly Primary Catalogue,0,,
pdl-0935,Pet card — parrot,Biology,Animals,Year 1,KS1,diagram_a,Parrot drawn with food/equipment hint (e.g. dog with bowl).,"Friendly rounded forms, sticker style","[""pet"",""animal"",""KS1"",""parrot""]",Adaptly Primary Catalogue,0,,
pdl-0936,Farm animal — cow,Biology,Animals,Year 1,KS1,diagram_a,"Cow drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""cow""]",Adaptly Primary Catalogue,0,,
pdl-0937,Farm animal — sheep,Biology,Animals,Year 1,KS1,diagram_a,"Sheep drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""sheep""]",Adaptly Primary Catalogue,0,,
pdl-0938,Farm animal — goat,Biology,Animals,Year 1,KS1,diagram_a,"Goat drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""goat""]",Adaptly Primary Catalogue,0,,
pdl-0939,Farm animal — pig,Biology,Animals,Year 1,KS1,diagram_a,"Pig drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""pig""]",Adaptly Primary Catalogue,0,,
pdl-0940,Farm animal — horse,Biology,Animals,Year 1,KS1,diagram_a,"Horse drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""horse""]",Adaptly Primary Catalogue,0,,
pdl-0941,Farm animal — chicken,Biology,Animals,Year 1,KS1,diagram_a,"Chicken drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""chicken""]",Adaptly Primary Catalogue,0,,
pdl-0942,Farm animal — duck,Biology,Animals,Year 1,KS1,diagram_a,"Duck drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""duck""]",Adaptly Primary Catalogue,0,,
pdl-0943,Farm animal — goose,Biology,Animals,Year 1,KS1,diagram_a,"Goose drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""goose""]",Adaptly Primary Catalogue,0,,
pdl-0944,Farm animal — donkey,Biology,Animals,Year 1,KS1,diagram_a,"Donkey drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""donkey""]",Adaptly Primary Catalogue,0,,
pdl-0945,Farm animal — llama,Biology,Animals,Year 1,KS1,diagram_a,"Llama drawn in profile, farm-yard background hint.",Classic farmyard palette,"[""farm-animal"",""KS1"",""llama""]",Adaptly Primary Catalogue,0,,
pdl-0946,Animal card — lion,Biology,Animals,Year 2,KS1,diagram_a,Lion drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""lion""]",Adaptly Primary Catalogue,0,,
pdl-0947,Animal card — tiger,Biology,Animals,Year 2,KS1,diagram_a,Tiger drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""tiger""]",Adaptly Primary Catalogue,0,,
pdl-0948,Animal card — elephant,Biology,Animals,Year 2,KS1,diagram_a,Elephant drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""elephant""]",Adaptly Primary Catalogue,0,,
pdl-0949,Animal card — giraffe,Biology,Animals,Year 2,KS1,diagram_a,Giraffe drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""giraffe""]",Adaptly Primary Catalogue,0,,
pdl-0950,Animal card — zebra,Biology,Animals,Year 2,KS1,diagram_a,Zebra drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""zebra""]",Adaptly Primary Catalogue,0,,
pdl-0951,Animal card — monkey,Biology,Animals,Year 2,KS1,diagram_a,Monkey drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""monkey""]",Adaptly Primary Catalogue,0,,
pdl-0952,Animal card — panda,Biology,Animals,Year 2,KS1,diagram_a,Panda drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""panda""]",Adaptly Primary Catalogue,0,,
pdl-0953,Animal card — kangaroo,Biology,Animals,Year 2,KS1,diagram_a,Kangaroo drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""kangaroo""]",Adaptly Primary Catalogue,0,,
pdl-0954,Animal card — koala,Biology,Animals,Year 2,KS1,diagram_a,Koala drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""koala""]",Adaptly Primary Catalogue,0,,
pdl-0955,Animal card — penguin,Biology,Animals,Year 2,KS1,diagram_a,Penguin drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""penguin""]",Adaptly Primary Catalogue,0,,
pdl-0956,Animal card — polar bear,Biology,Animals,Year 2,KS1,diagram_a,Polar bear drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""polar-bear""]",Adaptly Primary Catalogue,0,,
pdl-0957,Animal card — whale,Biology,Animals,Year 2,KS1,diagram_a,Whale drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""whale""]",Adaptly Primary Catalogue,0,,
pdl-0958,Animal card — dolphin,Biology,Animals,Year 2,KS1,diagram_a,Dolphin drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""dolphin""]",Adaptly Primary Catalogue,0,,
pdl-0959,Animal card — shark,Biology,Animals,Year 2,KS1,diagram_a,Shark drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""shark""]",Adaptly Primary Catalogue,0,,
pdl-0960,Animal card — octopus,Biology,Animals,Year 2,KS1,diagram_a,Octopus drawn in characteristic pose with habitat hint behind.,Vivid palette suiting habitat,"[""animal"",""world-wildlife"",""KS1"",""octopus""]",Adaptly Primary Catalogue,0,,
pdl-0961,Vertebrate groups poster — mammals/birds/fish/reptiles/amphibians,Biology,Classification,Year 4,LKS2,diagram_a,Vertebrate groups poster — mammals/birds/fish/reptiles/amphibians,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0962,Mammal characteristics card,Biology,Classification,Year 4,LKS2,diagram_a,Mammal characteristics card,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0963,Bird characteristics card,Biology,Classification,Year 4,LKS2,diagram_a,Bird characteristics card,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0964,Fish characteristics card,Biology,Classification,Year 4,LKS2,diagram_a,Fish characteristics card,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0965,Reptile characteristics card,Biology,Classification,Year 4,LKS2,diagram_a,Reptile characteristics card,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0966,Amphibian characteristics card,Biology,Classification,Year 4,LKS2,diagram_a,Amphibian characteristics card,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0967,Invertebrate groups poster — insects/arachnids/molluscs/crustaceans/worms,Biology,Classification,Year 4,LKS2,diagram_a,Invertebrate groups poster — insects/arachnids/molluscs/crustaceans/worms,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0968,Insect anatomy — head/thorax/abdomen labelled,Biology,Classification,Year 4,LKS2,diagram_a,Insect anatomy — head/thorax/abdomen labelled,"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0969,"Spider anatomy — 8 legs, body parts labelled",Biology,Classification,Year 4,LKS2,diagram_a,"Spider anatomy — 8 legs, body parts labelled","Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0970,Linnaean classification ladder (Kingdom..Species),Biology,Classification,Year 4,LKS2,diagram_a,Linnaean classification ladder (Kingdom..Species),"Tree branches in green, group headers in coloured boxes","[""classification"",""vertebrate"",""invertebrate""]",Adaptly Primary Catalogue,0,,
pdl-0971,Habitat — pond,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — pond,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0972,Habitat — woodland,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — woodland,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0973,Habitat — ocean,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — ocean,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0974,Habitat — desert,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — desert,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0975,Habitat — rainforest,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — rainforest,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0976,Habitat — Arctic / polar,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — Arctic / polar,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0977,Habitat — mountain,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — mountain,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0978,Habitat — garden / hedgerow,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — garden / hedgerow,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0979,Habitat — river,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — river,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0980,Habitat — grassland savannah,Biology,Habitats,Year 2,KS1,diagram_a,Habitat — grassland savannah,"Atmospheric palette, animals drawn at scale to scene","[""habitat"",""ecology"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0981,Food chain — grass → rabbit → fox,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — grass → rabbit → fox,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0982,Food chain — phytoplankton → krill → fish → seal,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — phytoplankton → krill → fish → seal,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0983,Food chain — leaf → caterpillar → blue tit → sparrowhawk,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — leaf → caterpillar → blue tit → sparrowhawk,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0984,Food chain — seed → mouse → owl,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — seed → mouse → owl,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0985,Food chain — algae → snail → frog → heron,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — algae → snail → frog → heron,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0986,Food chain — plankton → small fish → big fish → shark,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — plankton → small fish → big fish → shark,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0987,Food chain — tree → giraffe → lion,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — tree → giraffe → lion,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0988,Food chain — grass → zebra → cheetah,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — grass → zebra → cheetah,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0989,Food chain — flower nectar → bee → bird,Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — flower nectar → bee → bird,"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0990,Food chain — leaves → koala (consumer focus),Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — leaves → koala (consumer focus),"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0991,Food chain — leaves → caterpillar → bird → cat (urban),Biology,Food chains,Year 4,LKS2,diagram_a,Food chain — leaves → caterpillar → bird → cat (urban),"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0992,Food web — pond ecosystem (multi-arrow),Biology,Food chains,Year 4,LKS2,diagram_a,Food web — pond ecosystem (multi-arrow),"Green arrows, role labels (producer / primary / secondary / tertiary)","[""food-chain"",""ecology"",""energy-flow""]",Adaptly Primary Catalogue,0,,
pdl-0993,Body parts — full child labelled,Biology,Human body,Year 1,KS1,diagram_a,Body parts — full child labelled,"Cheerful child illustration, label lines colour-coded","[""body-parts"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0994,Body parts — face (eyes/ears/nose/mouth/chin/forehead),Biology,Human body,Year 1,KS1,diagram_a,Body parts — face (eyes/ears/nose/mouth/chin/forehead),"Cheerful child illustration, label lines colour-coded","[""body-parts"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0995,Body parts — hand (palm/fingers/thumb/wrist/knuckle),Biology,Human body,Year 1,KS1,diagram_a,Body parts — hand (palm/fingers/thumb/wrist/knuckle),"Cheerful child illustration, label lines colour-coded","[""body-parts"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0996,Body parts — foot (sole/toes/heel/ankle),Biology,Human body,Year 1,KS1,diagram_a,Body parts — foot (sole/toes/heel/ankle),"Cheerful child illustration, label lines colour-coded","[""body-parts"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-0997,Skeleton — full body labelled,Biology,Human skeleton,Year 3,LKS2,diagram_a,Skeleton — full body labelled,"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-0998,"Skull — labelled (cranium, jaw)",Biology,Human skeleton,Year 3,LKS2,diagram_a,"Skull — labelled (cranium, jaw)","White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-0999,"Ribcage — labelled (sternum, ribs)",Biology,Human skeleton,Year 3,LKS2,diagram_a,"Ribcage — labelled (sternum, ribs)","White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1000,Spine — vertebrae regions,Biology,Human skeleton,Year 3,LKS2,diagram_a,Spine — vertebrae regions,"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1001,Arm bones (humerus / radius / ulna),Biology,Human skeleton,Year 3,LKS2,diagram_a,Arm bones (humerus / radius / ulna),"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1002,Leg bones (femur / tibia / fibula),Biology,Human skeleton,Year 3,LKS2,diagram_a,Leg bones (femur / tibia / fibula),"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1003,Hand bones (carpals / metacarpals / phalanges),Biology,Human skeleton,Year 3,LKS2,diagram_a,Hand bones (carpals / metacarpals / phalanges),"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1004,Pelvis — labelled,Biology,Human skeleton,Year 3,LKS2,diagram_a,Pelvis — labelled,"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1005,Joints — hinge / ball-and-socket / pivot / gliding (4 panels),Biology,Human skeleton,Year 3,LKS2,diagram_a,Joints — hinge / ball-and-socket / pivot / gliding (4 panels),"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1006,Skeleton vs muscle — overlay diagram,Biology,Human skeleton,Year 3,LKS2,diagram_a,Skeleton vs muscle — overlay diagram,"White bones on dark navy background, labels in white on coloured pills","[""skeleton"",""bones"",""Y3""]",Adaptly Primary Catalogue,0,,
pdl-1007,Muscles — full body labelled,Biology,Muscles,Year 3,LKS2,diagram_a,Muscles — full body labelled,"Pink-red muscle fills, callout boxes with arrows","[""muscles"",""Y3"",""movement""]",Adaptly Primary Catalogue,0,,
pdl-1008,Biceps and triceps — antagonistic pair,Biology,Muscles,Year 3,LKS2,diagram_a,Biceps and triceps — antagonistic pair,"Pink-red muscle fills, callout boxes with arrows","[""muscles"",""Y3"",""movement""]",Adaptly Primary Catalogue,0,,
pdl-1009,Quadriceps and hamstrings,Biology,Muscles,Year 3,LKS2,diagram_a,Quadriceps and hamstrings,"Pink-red muscle fills, callout boxes with arrows","[""muscles"",""Y3"",""movement""]",Adaptly Primary Catalogue,0,,
pdl-1010,Calf muscles (gastrocnemius),Biology,Muscles,Year 3,LKS2,diagram_a,Calf muscles (gastrocnemius),"Pink-red muscle fills, callout boxes with arrows","[""muscles"",""Y3"",""movement""]",Adaptly Primary Catalogue,0,,
pdl-1011,Abdominal muscles,Biology,Muscles,Year 3,LKS2,diagram_a,Abdominal muscles,"Pink-red muscle fills, callout boxes with arrows","[""muscles"",""Y3"",""movement""]",Adaptly Primary Catalogue,0,,
pdl-1012,Pectoral muscles,Biology,Muscles,Year 3,LKS2,diagram_a,Pectoral muscles,"Pink-red muscle fills, callout boxes with arrows","[""muscles"",""Y3"",""movement""]",Adaptly Primary Catalogue,0,,
pdl-1013,Digestive system — full,Biology,Digestive system,Year 4,LKS2,diagram_a,Digestive system — full,"Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1014,Mouth and teeth function,Biology,Digestive system,Year 4,LKS2,diagram_a,Mouth and teeth function,"Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1015,Oesophagus and peristalsis,Biology,Digestive system,Year 4,LKS2,diagram_a,Oesophagus and peristalsis,"Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1016,Stomach with churning arrows,Biology,Digestive system,Year 4,LKS2,diagram_a,Stomach with churning arrows,"Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1017,Small intestine — villi inset,Biology,Digestive system,Year 4,LKS2,diagram_a,Small intestine — villi inset,"Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1018,Large intestine and rectum,Biology,Digestive system,Year 4,LKS2,diagram_a,Large intestine and rectum,"Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1019,"Liver, pancreas, gall bladder",Biology,Digestive system,Year 4,LKS2,diagram_a,"Liver, pancreas, gall bladder","Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1020,Digestion flowchart — mouth → out,Biology,Digestive system,Year 4,LKS2,diagram_a,Digestion flowchart — mouth → out,"Each organ a different colour, labels with leader lines","[""digestion"",""organs"",""Y4""]",Adaptly Primary Catalogue,0,,
pdl-1021,Teeth types — incisors / canines / molars / premolars,Biology,Teeth,Year 4,LKS2,diagram_a,Teeth types — incisors / canines / molars / premolars,"Pink gums, white teeth, side-view cross-section in inset","[""teeth"",""dental""]",Adaptly Primary Catalogue,0,,
pdl-1022,Tooth cross-section — enamel / dentine / pulp / root / nerve,Biology,Teeth,Year 4,LKS2,diagram_a,Tooth cross-section — enamel / dentine / pulp / root / nerve,"Pink gums, white teeth, side-view cross-section in inset","[""teeth"",""dental""]",Adaptly Primary Catalogue,0,,
pdl-1023,Tooth decay diagram — healthy vs decayed,Biology,Teeth,Year 4,LKS2,diagram_a,Tooth decay diagram — healthy vs decayed,"Pink gums, white teeth, side-view cross-section in inset","[""teeth"",""dental""]",Adaptly Primary Catalogue,0,,
pdl-1024,Care for teeth — brush / floss / dentist (3 panels),Biology,Teeth,Year 4,LKS2,diagram_a,Care for teeth — brush / floss / dentist (3 panels),"Pink gums, white teeth, side-view cross-section in inset","[""teeth"",""dental""]",Adaptly Primary Catalogue,0,,
pdl-1025,Heart — labelled chambers and valves,Biology,Circulatory system,Year 6,UKS2,diagram_a,Heart — labelled chambers and valves,"Anatomical heart with chamber labels, vessel arrows colour-coded","[""circulation"",""heart"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1026,Blood circulation overview (lungs/body),Biology,Circulatory system,Year 6,UKS2,diagram_a,Blood circulation overview (lungs/body),"Anatomical heart with chamber labels, vessel arrows colour-coded","[""circulation"",""heart"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1027,Blood vessels — artery/vein/capillary cross-section,Biology,Circulatory system,Year 6,UKS2,diagram_a,Blood vessels — artery/vein/capillary cross-section,"Anatomical heart with chamber labels, vessel arrows colour-coded","[""circulation"",""heart"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1028,Pulse points on the body,Biology,Circulatory system,Year 6,UKS2,diagram_a,Pulse points on the body,"Anatomical heart with chamber labels, vessel arrows colour-coded","[""circulation"",""heart"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1029,Healthy vs unhealthy heart lifestyle,Biology,Circulatory system,Year 6,UKS2,diagram_a,Healthy vs unhealthy heart lifestyle,"Anatomical heart with chamber labels, vessel arrows colour-coded","[""circulation"",""heart"",""Y6""]",Adaptly Primary Catalogue,0,,
pdl-1030,Respiratory system — full labelled,Biology,Respiratory system,Year 6,UKS2,diagram_a,Respiratory system — full labelled,"Pink lung fill, blue/red blood vessel inset","[""respiration"",""lungs""]",Adaptly Primary Catalogue,0,,
pdl-1031,Diaphragm — inhale vs exhale,Biology,Respiratory system,Year 6,UKS2,diagram_a,Diaphragm — inhale vs exhale,"Pink lung fill, blue/red blood vessel inset","[""respiration"",""lungs""]",Adaptly Primary Catalogue,0,,
pdl-1032,Alveoli — gas exchange close-up,Biology,Respiratory system,Year 6,UKS2,diagram_a,Alveoli — gas exchange close-up,"Pink lung fill, blue/red blood vessel inset","[""respiration"",""lungs""]",Adaptly Primary Catalogue,0,,
pdl-1033,Effects of smoking on lungs (paired),Biology,Respiratory system,Year 6,UKS2,diagram_a,Effects of smoking on lungs (paired),"Pink lung fill, blue/red blood vessel inset","[""respiration"",""lungs""]",Adaptly Primary Catalogue,0,,
pdl-1034,Five senses poster,Biology,Senses,Year 1,KS1,diagram_a,Five senses poster,Each sense its own colour and icon,"[""senses"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-1035,Eye anatomy simple,Biology,Senses,Year 1,KS1,diagram_a,Eye anatomy simple,Each sense its own colour and icon,"[""senses"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-1036,Ear anatomy simple,Biology,Senses,Year 1,KS1,diagram_a,Ear anatomy simple,Each sense its own colour and icon,"[""senses"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-1037,Tongue taste zones,Biology,Senses,Year 1,KS1,diagram_a,Tongue taste zones,Each sense its own colour and icon,"[""senses"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-1038,Skin layers simple,Biology,Senses,Year 1,KS1,diagram_a,Skin layers simple,Each sense its own colour and icon,"[""senses"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-1039,Nose and smell,Biology,Senses,Year 1,KS1,diagram_a,Nose and smell,Each sense its own colour and icon,"[""senses"",""KS1""]",Adaptly Primary Catalogue,0,,
pdl-1040,Material card — wood,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of wood with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""wood""]",Adaptly Primary Catalogue,0,,
pdl-1041,Material card — metal,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of metal with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""metal""]",Adaptly Primary Catalogue,0,,
pdl-1042,Material card — plastic,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of plastic with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""plastic""]",Adaptly Primary Catalogue,0,,
pdl-1043,Material card — glass,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of glass with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""glass""]",Adaptly Primary Catalogue,0,,
pdl-1044,Material card — paper,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of paper with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""paper""]",Adaptly Primary Catalogue,0,,
pdl-1045,Material card — fabric,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of fabric with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""fabric""]",Adaptly Primary Catalogue,0,,
pdl-1046,Material card — rubber,Chemistry,Materials,Year 2,KS1,diagram_a,Everyday object made of rubber with a property tag (e.g. flexible / hard / waterproof).,"Photo-style card, property tag in coloured pill","[""materials"",""properties"",""KS1"",""rubber""]",Adaptly Primary Catalogue,0,,
